model,problem,chunk_idx,n_chunks,rel_pos,in_degree,out_degree,n_descendants,frac_descendants,cf_kl,cf_acc,resamp_kl,overdet,tags
deepseek-r1-distill-qwen-14b,problem_1591,59,160,0.3710691823899371,1,1,100,0.6289308176100629,0.373464686230851,0.09404859404859411,0.2638578558167193,0.14,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,60,160,0.37735849056603776,1,1,99,0.6226415094339622,0.8666556444397749,-0.04205318491032772,0.8569335853371756,0.0505050505050505,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,61,160,0.3836477987421384,1,1,98,0.6163522012578616,0.5816587535382046,-0.01043478260869568,0.5390465546542802,0.21212121212121215,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,62,160,0.389937106918239,1,1,97,0.610062893081761,0.14188057536962817,0.13131313131313127,0.6244613284141021,0.42000000000000004,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,63,160,0.39622641509433965,1,1,96,0.6037735849056604,0.14865076932385518,-0.019300144300144262,0.0573044664942473,0.4545454545454546,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,64,160,0.4025157232704403,1,1,95,0.5974842767295597,0.0168225201778734,-0.03790697674418608,0.4497081231775142,0.38383838383838387,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,65,160,0.4088050314465409,1,1,94,0.5911949685534591,0.10707376111587909,0.014864864864864935,0.2611928635057538,0.42000000000000004,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,66,160,0.41509433962264153,1,1,93,0.5849056603773585,0.27970339015806017,-0.048415186346220884,0.2504242598853499,0.35,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,67,160,0.42138364779874216,1,1,92,0.5786163522012578,0.8050604524239503,0.09123456790123452,0.6567329829415245,0.2525252525252525,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,68,160,0.4276729559748428,1,1,91,0.5723270440251572,0.2738017952029946,-0.08999999999999997,0.2738017952029946,0.95,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,69,160,0.4339622641509434,1,1,90,0.5660377358490566,0.480642783589621,-0.024117647058823577,0.431775788649968,0.5700000000000001,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,70,160,0.44025157232704404,1,1,89,0.559748427672956,0.0,0.0,0.2515901369748321,0.97,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,71,160,0.44654088050314467,1,1,88,0.5534591194968553,0.06072319458836775,0.055699855699855694,0.21772690734559036,0.51,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,72,160,0.4528301886792453,1,1,87,0.5471698113207547,0.026702149981551532,-0.08559322033898298,0.07642385774181815,0.6262626262626263,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,73,160,0.4591194968553459,1,1,86,0.5408805031446541,0.06385145686007876,0.07070707070707072,0.41292663434272203,0.91,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,74,160,0.46540880503144655,1,1,85,0.5345911949685535,0.0,0.0,0.055200234213944085,0.9292929292929293,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,75,160,0.4716981132075472,1,1,84,0.5283018867924528,1.5012770377808382,0.03749999999999998,0.4241827483270609,0.9292929292929293,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,76,160,0.4779874213836478,1,1,83,0.5220125786163522,0.0,0.0,0.40854724449879287,0.84,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,77,160,0.48427672955974843,1,1,82,0.5157232704402516,0.444496416577621,-0.021659897948557716,0.45394398989538276,0.81,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,78,160,0.49056603773584906,1,2,81,0.5094339622641509,0.2123747667192292,0.009494949494949556,0.2123747667192292,0.6464646464646464,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,79,160,0.4968553459119497,1,1,80,0.5031446540880503,0.8404003387601447,-0.03185567010309276,0.8132623530241428,0.64,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,80,160,0.5031446540880503,1,1,79,0.4968553459119497,0.046831297919483185,0.040000000000000036,0.2103530899858952,0.53,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,81,160,0.5094339622641509,1,1,78,0.49056603773584906,0.39814434926940556,-0.04253056884635842,0.3984834091974569,0.81,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,82,160,0.5157232704402516,1,1,77,0.48427672955974843,0.0030488491791672697,0.009898989898989963,0.0030488491791672697,0.7575757575757576,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,83,160,0.5220125786163522,1,1,76,0.4779874213836478,0.015267438547132065,0.010101010101010055,0.41827792450101037,0.92,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,84,160,0.5283018867924528,1,1,75,0.4716981132075472,0.016086135766446616,0.02020202020202022,0.0031514124810615553,0.898989898989899,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,85,160,0.5345911949685535,2,1,74,0.46540880503144655,0.0010836841455598477,-0.012820512820512775,0.4128612745462925,0.11111111111111116,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,86,160,0.5408805031446541,1,1,73,0.4591194968553459,0.0,0.0,0.04082199388998435,0.92,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,87,160,0.5471698113207547,1,1,72,0.4528301886792453,0.6321469909410852,-0.010404040404040416,0.6256126431548609,0.36,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,88,160,0.5534591194968553,1,1,71,0.44654088050314467,0.24772623517425368,0.019763694951664967,0.2105721895902679,0.42000000000000004,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,89,160,0.559748427672956,1,1,70,0.44025157232704404,0.7226046215940802,-0.024482758620689604,0.6190244984843675,0.3979591836734694,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,90,160,0.5660377358490566,1,1,69,0.4339622641509434,0.21819115172953793,-0.000526315789473708,0.20723265837324717,0.54,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,91,160,0.5723270440251572,1,1,68,0.4276729559748428,0.20723265837324717,0.0,0.20723265837324717,0.18999999999999995,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,92,160,0.5786163522012578,1,1,67,0.42138364779874216,0.03278982226475069,0.030000000000000027,0.22743744127654783,0.35,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,93,160,0.5849056603773585,1,1,66,0.41509433962264153,0.04187044388556838,-0.034117647058823475,0.01316176316849331,0.43999999999999995,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,94,160,0.5911949685534591,1,1,65,0.4088050314465409,0.03125253230640029,0.050000000000000044,0.04083052852161524,0.87,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,95,160,0.5974842767295597,1,1,64,0.4025157232704403,0.030614585066504767,0.010000000000000009,0.4082428752007384,0.8,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,96,160,0.6037735849056604,1,1,63,0.39622641509433965,0.011049835074583722,0.010000000000000009,0.0,0.71,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,97,160,0.610062893081761,1,1,62,0.389937106918239,0.22290765490531175,-0.0005486065393899286,0.20723473397062686,0.27,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,98,160,0.6163522012578616,1,1,61,0.3836477987421384,0.014724059470083574,0.020769230769230762,0.023386820993120488,0.5,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,99,160,0.6226415094339622,1,1,60,0.37735849056603776,0.412650411849954,-0.030000000000000027,0.412650411849954,0.44999999999999996,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,100,160,0.6289308176100629,1,1,59,0.3710691823899371,0.011560821587244625,0.010101010101010055,5.118958767813786e-07,0.86,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,101,160,0.6352201257861635,1,1,58,0.36477987421383645,0.23556139538577175,-0.0117647058823529,0.19937761404697535,0.26262626262626265,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,102,160,0.6415094339622641,1,1,57,0.3584905660377358,0.0,0.0,0.0,0.31999999999999995,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,103,160,0.6477987421383647,1,1,56,0.3522012578616352,0.006872878910573101,0.010000000000000009,0.010050335646067225,0.18000000000000005,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,104,160,0.6540880503144654,1,1,55,0.34591194968553457,0.005361941680360383,0.0,0.1972828260877841,0.10999999999999999,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,105,160,0.660377358490566,1,1,54,0.33962264150943394,0.0,0.0,0.010152371256581246,0.08999999999999997,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,106,160,0.6666666666666666,1,1,53,0.3333333333333333,0.0,0.0,0.19937761404697535,0.1717171717171717,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,107,160,0.6729559748427673,1,1,52,0.3270440251572327,0.0,0.0,0.0,0.41000000000000003,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,108,160,0.6792452830188679,1,1,51,0.32075471698113206,0.0,0.0,0.0,0.45999999999999996,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,109,160,0.6855345911949685,1,1,50,0.31446540880503143,0.02801303294253187,0.050000000000000044,0.05129329374639663,0.4444444444444444,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,110,160,0.6918238993710691,1,1,49,0.3081761006289308,0.027697849454033398,-0.0357142857142857,1.0203930314610463,0.31999999999999995,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,111,160,0.6981132075471698,1,1,48,0.3018867924528302,0.005934734879461462,0.010000000000000009,0.010050335646067225,0.38,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,112,160,0.7044025157232704,1,1,47,0.29559748427672955,0.4835661638966124,-0.012727272727272698,0.20723265837324717,0.43000000000000005,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,113,160,0.710691823899371,1,1,46,0.2893081761006289,0.1972828260877841,-0.010000000000000009,0.1972828260877841,0.45999999999999996,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,114,160,0.7169811320754716,1,1,45,0.2830188679245283,0.010309365911304182,0.020000000000000018,0.0202027071029492,0.75,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,115,160,0.7232704402515723,1,1,44,0.27672955974842767,0.01081091469235259,0.0,0.40852960739494965,0.88,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,116,160,0.7295597484276729,1,1,43,0.27044025157232704,0.0,0.0,0.0,0.56,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,117,160,0.7358490566037735,1,1,42,0.2641509433962264,0.017241805935856853,0.020000000000000018,0.02020270690244599,0.74,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,118,160,0.7421383647798742,1,1,41,0.2578616352201258,0.0385185018865295,-0.011249999999999982,0.20723265837117485,0.95,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,119,160,0.7484276729559748,1,1,40,0.25157232704402516,0.0,0.0,0.39446565727332156,0.97,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,120,160,0.7547169811320755,1,1,39,0.24528301886792453,0.0,0.0,0.010050335643973571,0.7474747474747474,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,121,160,0.7610062893081762,1,1,38,0.2389937106918239,0.025752495582862432,0.02020202020202022,0.010154446853855774,0.33999999999999997,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,122,160,0.7672955974842768,1,1,37,0.23270440251572327,0.44279996472064315,-0.022222222222222254,0.3988583014103271,0.6262626262626263,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,123,160,0.7735849056603774,1,1,36,0.22641509433962265,0.0,0.0,0.0,0.53,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,124,160,0.779874213836478,1,1,35,0.22012578616352202,0.0,0.0,0.0,0.89,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,125,160,0.7861635220125787,1,1,34,0.2138364779874214,0.0,0.0,0.0,0.7575757575757576,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,126,160,0.7924528301886793,1,1,33,0.20754716981132076,0.021661496409504967,0.030612244897959218,0.031090586851181296,0.54,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,127,160,0.7987421383647799,1,1,32,0.20125786163522014,0.007654497257101116,-0.02298850574712641,0.6384962933539508,0.5,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,128,160,0.8050314465408805,1,1,31,0.1949685534591195,0.029852962714364512,0.030303030303030276,0.030771658244426774,0.06000000000000005,self_checking
deepseek-r1-distill-qwen-14b,problem_1591,129,160,0.8113207547169812,1,1,30,0.18867924528301888,0.020202706474748207,0.0,0.6124460978768984,0.7272727272727273,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,130,160,0.8176100628930818,1,1,29,0.18238993710691823,0.0,0.0,0.0,0.53,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,131,160,0.8238993710691824,1,1,28,0.1761006289308176,0.03861483520323237,0.050000000000000044,0.051293293752801276,0.4,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,132,160,0.8301886792452831,1,1,27,0.16981132075471697,0.9076641015946975,-0.012375162831089859,0.8517392986573524,0.76,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,133,160,0.8364779874213837,1,1,26,0.16352201257861634,0.06488760033025147,0.08080808080808077,0.6827223772436193,0.846938775510204,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,134,160,0.8427672955974843,1,1,25,0.15723270440251572,0.7558550143585612,0.020454545454545392,0.6576800313931548,0.08080808080808077,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,135,160,0.8490566037735849,1,1,24,0.1509433962264151,0.7595810020003484,-0.01904761904761909,0.6328551528573356,0.12,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,136,160,0.8553459119496856,1,1,23,0.14465408805031446,0.05762979734605449,0.05697674418604648,0.913036293811856,0.09999999999999998,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,137,160,0.8616352201257862,1,1,22,0.13836477987421383,1.873584744954475,-0.07151515151515153,1.8532789782127939,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,138,160,0.8679245283018868,1,1,21,0.1320754716981132,0.6349419320527061,0.009191919191919196,0.6287920517668414,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,139,160,0.8742138364779874,1,1,20,0.12578616352201258,0.40974810767316483,-0.029629629629629672,0.4069286578956518,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,140,160,0.8805031446540881,1,1,19,0.11949685534591195,0.0849035339045755,-0.034545454545454546,0.04788032124945141,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,141,160,0.8867924528301887,1,1,18,0.11320754716981132,0.033332033793754205,-0.0128571428571429,1.213679854923936,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,142,160,0.8930817610062893,1,1,17,0.1069182389937107,0.07519779292695973,0.13571428571428568,0.18523103507042946,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,143,160,0.89937106918239,1,1,16,0.10062893081761007,0.07962270882519391,0.010000000000000009,1.0990855274434346,0.0,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,144,160,0.9056603773584906,1,1,15,0.09433962264150944,0.25057830899189765,0.17000000000000004,0.07043531943110305,0.040000000000000036,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,145,160,0.9119496855345912,1,1,14,0.0880503144654088,0.0968498107104256,0.010000000000000009,3.0860926131796496,0.22999999999999998,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,146,160,0.9182389937106918,1,1,13,0.08176100628930817,0.007168489137651711,0.0,0.1972828260877841,0.54,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,147,160,0.9245283018867925,1,1,12,0.07547169811320754,0.0,0.0,0.0,0.79,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,148,160,0.9308176100628931,1,1,11,0.06918238993710692,0.0,0.0,0.0,0.7878787878787878,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,149,160,0.9371069182389937,1,1,10,0.06289308176100629,0.0,0.0,0.0,0.94,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_1591,150,160,0.9433962264150944,1,1,9,0.05660377358490566,0.0,0.0,0.0,0.62,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,151,160,0.949685534591195,1,1,8,0.050314465408805034,0.0,0.0,0.0,0.6666666666666667,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_1591,152,160,0.9559748427672956,1,1,7,0.0440251572327044,0.0,0.0,0.0,0.44999999999999996,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,153,160,0.9622641509433962,1,1,6,0.03773584905660377,0.0,0.0,0.0,0.55,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,154,160,0.9685534591194969,1,1,5,0.031446540880503145,0.0,0.0,0.0,0.6,active_computation
deepseek-r1-distill-qwen-14b,problem_1591,155,160,0.9748427672955975,1,1,4,0.025157232704402517,0.0,0.0,0.0,0.69,plan_generation
deepseek-r1-distill-qwen-14b,problem_1591,156,160,0.9811320754716981,1,1,3,0.018867924528301886,0.0,0.0,0.0,0.19999999999999996,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,157,160,0.9874213836477987,1,1,2,0.012578616352201259,0.0,0.0,0.0,0.8,result_consolidation
deepseek-r1-distill-qwen-14b,problem_1591,158,160,0.9937106918238994,1,1,1,0.006289308176100629,0.0,0.0,0.0,0.91,final_answer_emission
deepseek-r1-distill-qwen-14b,problem_1591,159,160,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,final_answer_emission
deepseek-r1-distill-qwen-14b,problem_2050,0,144,0.0,0,0,0,0.0,0.15164121190372834,0.18000000000000005,0.050776182608876584,0.76,problem_setup
deepseek-r1-distill-qwen-14b,problem_2050,1,144,0.006993006993006993,0,0,0,0.0,0.18460709120729893,-0.04999999999999993,0.13889663087613682,0.9299999999999999,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,2,144,0.013986013986013986,0,0,0,0.0,0.6546015417746456,-0.10999999999999999,1.0442385273746586,0.78,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,3,144,0.02097902097902098,0,0,0,0.0,0.032735051695740466,0.0754929577464789,0.044001256766537544,0.63,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,4,144,0.027972027972027972,0,1,138,0.965034965034965,0.6418456980853029,-0.050000000000000044,0.6418456980853029,0.69,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,5,144,0.03496503496503497,1,1,137,0.958041958041958,0.15257039192281674,-0.10666666666666658,1.1095780308972916,0.25,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,6,144,0.04195804195804196,1,1,136,0.951048951048951,0.44064009809337445,0.17296296296296287,0.3142563328234063,0.22999999999999998,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,7,144,0.04895104895104895,1,1,135,0.9440559440559441,0.06591561449816229,-0.08489795918367349,0.04934332192454639,0.18000000000000005,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,8,144,0.055944055944055944,1,1,134,0.9370629370629371,0.9767730579240288,0.04883720930232549,0.8227894482394363,0.10999999999999999,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,9,144,0.06293706293706294,1,1,133,0.9300699300699301,0.14264358884500417,-0.20272727272727276,1.502870652365772,0.7,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,10,144,0.06993006993006994,1,1,132,0.9230769230769231,0.6034703419554517,-0.06210526315789466,0.4349791155619034,0.030000000000000027,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,11,144,0.07692307692307693,1,1,131,0.916083916083916,0.4842519225345874,0.05999999999999994,0.23659514179341815,0.06999999999999995,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,12,144,0.08391608391608392,1,1,130,0.9090909090909091,0.47442618558509975,-0.04235294117647059,0.39963837837765137,0.15000000000000002,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,13,144,0.09090909090909091,1,1,129,0.9020979020979021,0.02556072652846079,0.04305084745762722,0.003992668504789073,0.25,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,14,144,0.0979020979020979,1,1,128,0.8951048951048951,0.005014132305932794,-0.026179775280898876,0.012057606370905867,0.21999999999999997,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,15,144,0.1048951048951049,1,1,127,0.8881118881118881,0.001197392888636086,0.012222222222222245,0.0014214412505209745,0.33999999999999997,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,16,144,0.11188811188811189,1,1,126,0.8811188811188811,0.01829444238623558,-0.040000000000000036,0.025910982108052143,0.73,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,17,144,0.11888111888111888,1,1,125,0.8741258741258742,0.015584727794877927,0.020000000000000018,0.003119375941783885,0.76,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,18,144,0.1258741258741259,1,1,124,0.8671328671328671,0.00015055304808651946,0.01721311475409837,0.012142960687736602,0.36,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,19,144,0.13286713286713286,1,1,123,0.8601398601398601,0.059058846860144315,-0.04999999999999993,0.026022153822155305,0.28,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,20,144,0.13986013986013987,1,1,122,0.8531468531468531,0.0,0.0,0.0,0.96,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,21,144,0.14685314685314685,1,1,121,0.8461538461538461,0.2969318531776873,-0.008985507246376812,0.19728385341860433,0.8200000000000001,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,22,144,0.15384615384615385,1,1,120,0.8391608391608392,0.0,0.0,0.012142960687736602,0.87,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,23,144,0.16083916083916083,1,6,119,0.8321678321678322,0.02580983450998943,-0.0005050505050504528,0.02554128077125415,0.77,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,24,144,0.16783216783216784,1,1,113,0.7902097902097902,0.0,0.0,0.4082428752007384,0.98,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,25,144,0.17482517482517482,1,1,113,0.7902097902097902,0.0,0.0,0.033389222483393925,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,26,144,0.18181818181818182,1,1,113,0.7902097902097902,0.0,0.0,0.06833323329577573,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,27,144,0.1888111888111888,1,1,113,0.7902097902097902,0.0,0.0,0.2135766164214065,0.79,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,28,144,0.1958041958041958,1,1,113,0.7902097902097902,0.0,0.0,0.007931371504542296,0.94,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,29,144,0.20279720279720279,1,1,113,0.7902097902097902,0.0,0.0,0.029348379821161015,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,30,144,0.2097902097902098,6,1,112,0.7832167832167832,0.4646314973595727,-0.0741666666666666,0.2096578080353085,0.9299999999999999,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,31,144,0.21678321678321677,1,4,111,0.7762237762237763,5.4350143735997815e-06,0.0055172413793104225,0.0014214412505209745,0.6599999999999999,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,32,144,0.22377622377622378,1,1,48,0.3356643356643357,0.0015590073434581797,-0.010000000000000009,0.0015590073434581797,0.6,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,33,144,0.23076923076923078,1,1,47,0.32867132867132864,0.02061928239814169,0.010000000000000009,0.01316176316849331,0.85,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,34,144,0.23776223776223776,1,1,46,0.32167832167832167,0.0,0.0,0.0,0.94,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,35,144,0.24475524475524477,1,1,66,0.46153846153846156,0.0,0.0,0.016600998462187502,0.9299999999999999,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,36,144,0.2517482517482518,1,1,65,0.45454545454545453,0.0,0.0,0.025910982108052143,0.97,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,37,144,0.25874125874125875,1,1,64,0.44755244755244755,0.03333641790362389,0.050000000000000044,0.02696758512309637,0.71,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,38,144,0.26573426573426573,1,1,63,0.4405594405594406,0.2267845079884903,-0.03444444444444439,0.22350362240129518,0.22999999999999998,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,39,144,0.2727272727272727,1,1,62,0.43356643356643354,0.028013035122165172,0.040000000000000036,0.016600998462187502,0.41000000000000003,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,40,144,0.27972027972027974,1,1,61,0.42657342657342656,0.01408274462377751,0.03297297297297308,0.003992668504789073,0.55,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,41,144,0.2867132867132867,1,1,60,0.4195804195804196,0.003247257713249768,0.017368421052631478,0.0008045309799779143,0.25,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,42,144,0.2937062937062937,1,1,59,0.4125874125874126,1.0071390450365784e-06,-0.014794520547945167,0.009646815720818241,0.20999999999999996,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,43,144,0.3006993006993007,1,1,58,0.40559440559440557,0.03277770119004247,-0.005454545454545379,0.027725886803754932,0.35,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,44,144,0.3076923076923077,1,1,57,0.3986013986013986,0.014733879182951026,0.0,0.406191950389103,0.49,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,45,144,0.3146853146853147,1,1,56,0.3916083916083916,0.01220905557764873,0.02551724137931044,0.0009369260241365081,0.36,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,46,144,0.32167832167832167,1,1,55,0.38461538461538464,0.012057606370905867,-0.030000000000000027,0.012057606370905867,0.63,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,47,144,0.32867132867132864,1,1,54,0.3776223776223776,0.024541108305356253,0.010000000000000009,0.01316176316849331,0.14,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,48,144,0.3356643356643357,1,1,53,0.3706293706293706,0.031748693479409125,0.050000000000000044,0.02696758512309637,0.28,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,49,144,0.34265734265734266,1,1,52,0.36363636363636365,0.009731161776054296,0.014545454545454639,0.20106705811962644,0.13,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,50,144,0.34965034965034963,1,1,51,0.35664335664335667,0.002202647725127127,0.018775510204081636,0.0029549085601605907,0.39,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,51,144,0.35664335664335667,1,1,50,0.34965034965034963,0.011625997664960894,-0.02111111111111119,0.010054744682080083,0.09999999999999998,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,52,144,0.36363636363636365,1,1,49,0.34265734265734266,0.011920288059890795,0.039354838709677376,0.20530109968632326,0.29000000000000004,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,53,144,0.3706293706293706,1,1,48,0.3356643356643357,0.03597056394749501,-0.06222222222222218,0.014160387393100694,0.83,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,54,144,0.3776223776223776,1,1,47,0.32867132867132864,0.8699820182319286,-0.09999999999999998,0.25019476227599635,0.83,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,55,144,0.38461538461538464,1,1,46,0.32167832167832167,0.0,0.0,0.020729370150654843,0.73,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,56,144,0.3916083916083916,1,1,49,0.34265734265734266,0.3457378789632503,0.0,0.19728842104844602,0.30000000000000004,fact_retrieval
